npc_id,npc_name,zone,tameable
151740,Malfunctioning Scrap Pup,"The Heaps, Mechagon",Can Be Tamed
151301,Malfunctioning Scraphound,"The Heaps, Mechagon",Can Be Tamed
149839,Mechanized Scraphound,Mechagon,Can Be Tamed
111820,Friender,"Engineering Labs, Gnomeregan (Dungeon)",Can Be Tamed
115479,Model GU-4RD-3R,"Alcaz Island, Dustwallow Marsh",Can Be Tamed
137743,V-300 SENTRY,"Rusted Vault, Tiragarde Sound",Can Be Tamed
108088,Rush,Azsuna,Can Be Tamed
151684,Jawbreaker,"The Heaps, Mechagon",Can Be Tamed
167964,4.RF-4.RF,De Other Side (Dungeon),Can Be Tamed
150254,Scraphound,Operation: Mechagon (Dungeon),Can Be Tamed
144246,K.U.-J.0.,"The Under Junk, Operation: Mechagon (Dungeon)",Can Be Tamed
151773,Junkyard D.0.G.,"The Under Junk, Operation: Mechagon (Dungeon)",Can Be Tamed
107552,War-Iron Axebeak,Tanaan Jungle,Available to Gnomes Only
167337,Mechanical Bunny,Exile's Reach,Can Be Tamed
107431,Weaponized Rabbot,"Chill Breeze Valley, Dun Morogh",Can Be Tamed
107477,N.U.T.Z.,"The Secret Lab, Azshara",Can Be Tamed
48873,Tekton,Elwynn Forest,Can Be Tamed
107676,Blue Juggernaut,Siege of Orgrimmar (Raid),Can Be Tamed
107677,Green Juggernaut,Siege of Orgrimmar (Raid),Can Be Tamed
107679,Grey Juggernaut,Siege of Orgrimmar (Raid),Can Be Tamed
107678,Teal Juggernaut,Siege of Orgrimmar (Raid),Can Be Tamed
108106,Sentient Mechanostrider,"The Dormitory, Gnomeregan (Dungeon)",Can Be Tamed
44576,Proto-Strider,"Ironwing Cavern, Loch Modan",Can Be Tamed
45399,Optimo,"Ironwing Cavern, Loch Modan",Available to Goblins Only
34699,Bomb-Throwing Monkey,The Lost Isles,Available to Goblins Only
35812,Smart Mining Monkey,The Lost Isles,Can Be Tamed
48440,Mining Monkey,The Deadmines (Dungeon),Can Be Tamed
43417,Skymane Bonobo,"Jaguero Isle, The Cape of Stranglethorn",Can Be Tamed
43050,Vale Howler,Northern Stranglethorn,Can Be Tamed
52441,Curious Jungle Monkey,Zul'Gurub (Dungeon),Available to Goblins Only
48441,Mining Monkey,The Deadmines (Dungeon),Can Be Tamed
48442,Mining Monkey,The Deadmines (Dungeon),Can Be Tamed
48278,Mining Monkey,The Deadmines (Dungeon),Can Be Tamed
51052,Gib the Banana-Hoarder,Swamp of Sorrows,Can Be Tamed
256195,Grotto Darter,Harandar,Can Be Tamed
256193,Grotto Firefly,Harandar,Can Be Tamed
256057,Shimmering Darter,"Shrouded Grove, Harandar",Can Be Tamed
256417,Seekmist Hatchling,"Vale of Mists, Harandar",Can Be Tamed
251825,Shimmerspore Hatchling,"Har'kuai, Harandar",Can Be Tamed
256361,Valeflutter Firefly,"The Grudge Pit (Non-Instanced), Harandar",Can Be Tamed
219764,Phosphorescent Lampyrid,Azj-Kahet,Can Be Tamed
219350,Phosphorescent Lampyrid,Azj-Kahet,Can Be Tamed
217637,Phosphorescent Lampyrid,"Rak-Ush, Azj-Kahet",Can Be Tamed
217329,Twinkling Candlefly,"Chittering Den, The Ringing Deeps",Can Be Tamed
225244,Ravenous Glowmite,"Rak-Ush, Azj-Kahet",Can Be Tamed
246103,Cascades Shimmerbug,"Nordrassil Roots, Harandar",Can Be Tamed
249059,Firefly,Harandar,Can Be Tamed
248428,Luminescent Cavefly,"Dreth'amar Cavern, Harandar",Can Be Tamed
216055,Cavern Glowmite,"The Living Grotto, The Ringing Deeps",Can Be Tamed
227364,Disrupted Glowmite,"Salien Gutters, Azj-Kahet",Can Be Tamed
229111,Unsettled Glowmite,"Twitching Gorge, Azj-Kahet",Can Be Tamed
225515,Diminutive Glowmite,Azj-Kahet,Can Be Tamed
213960,Domesticated Candlefly,"The Warrens, The Ringing Deeps",Can Be Tamed
214963,Wandering Glimmerfly,"Shimmermist Falls, The Ringing Deeps",Can Be Tamed
256056,Luminescent Hatchling,"Veilroot Clearing, Harandar",Can Be Tamed
220376,Captured Candlefly,"Chittering Den, The Ringing Deeps",Can Be Tamed
219329,Cavern Glowmite,"Ancient Falls & Abyssal Excavation, The Ringing Deeps",Can Be Tamed
230921,Guttercrag Glowbug,"The Verdant Gutters, The Ringing Deeps",Can Be Tamed
214831,Stillpond Lightqueen,"Stillstone Pond, Hallowfall",Can Be Tamed
250330,Glimmering Darter,Harandar,Can Be Tamed
256204,Glowing Firefly,"Vale of Secrets, Harandar",Can Be Tamed
244363,Poisonous Firefly,"Ahl'ua Wetland, Harandar",Can Be Tamed
229526,Agitated Pyremite,"The Maddening Deep, Azj-Kahet",Can Be Tamed
230920,Fluttering Glowmite,"The Verdant Gutters, The Ringing Deeps",Can Be Tamed
214821,Stillpond Sparkbug,"Torchlight Mine & Stillstone Pond, Hallowfall",Can Be Tamed
226029,Deep-dwelling Glowmite,The Ringing Deeps,Can Be Tamed
252994,Paint-Crazed Firefly,"Shrouded Grove, Harandar",Can Be Tamed
203593,Underlight Queen,"The Crystal Fields, Zaralek Cavern",Can Be Tamed
205202,Brightwing Moth,"Shimmering Towers, Zaralek Cavern",Can Be Tamed
205160,Crystal Moth,"Viridian Throne, Zaralek Cavern",Can Be Tamed
201067,Crystalline Dustmoth,"The Crystal Fields, Zaralek Cavern",Can Be Tamed
204398,Glitterscale Flutterer,"The Crystal Fields, Zaralek Cavern",Can Be Tamed
202625,Hungry Sporemoth,"Fanged Pasture, Zaralek Cavern",Can Be Tamed
203984,Peckish Cragmoth,"Cascades Column, Zaralek Cavern",Can Be Tamed
200570,Underlight Flutterer,"The Throughway, Deepflayer Nest, Zaralek Cavern",Can Be Tamed
205122,Underlight Flickerwing,"Glimmerogg, Zaralek Cavern",Can Be Tamed
203784,Underlight Flickerwing,"Fanged Pasture, Zaralek Cavern",Can Be Tamed
202841,Lightbound Swarmer,"Gaze of Neltharion, Zaralek Cavern",Can Be Tamed
201068,Preying Dustmoth,"The Crystal Fields, Zaralek Cavern",Can Be Tamed
200120,Underlight Moth,"The Throughway, Shimmering Towers, Deepflayer Nest, Deephollow Lake, Zaralek Cavern",Can Be Tamed
204689,Flittering Lightmoth,"Warder's Teeth, Zaralek Cavern",Can Be Tamed
204632,Hungry Sporemoth,"Fanged Pasture, Zaralek Cavern",Can Be Tamed
203903,Silt-Horned Moth,"Sulfur Wastes, Zaralek Cavern",Can Be Tamed
205217,Underlight Duster,Zaralek Cavern,Can Be Tamed
233612,Dazzled Lightmoth,"Emerald Hills Golf Course & Blackwater Marina, Undermine",Can Be Tamed
205205,Glimming Moth,Zaralek Cavern,Can Be Tamed
230982,Dazed Crag Moth,"The Writhing Fields, The Ringing Deeps",Can Be Tamed
230983,Dazed Mothling,"The Writhing Fields, The Ringing Deeps",Can Be Tamed
230925,Underlight Crag Moth,"The Writhing Fields, The Ringing Deeps",Can Be Tamed
219850,Terrace Moth,"Brunwin's Terrace, The Ringing Deeps",Can Be Tamed
205191,Rockhusk Flickerwing,Zaralek Cavern,Can Be Tamed
217694,Deep Murkmoth,"The Harrowing Depths, Hallowfall",Can Be Tamed
218331,Underlight Moth,"The Aegis Wall & Sanguine Grasps, Hallowfall",Can Be Tamed
222832,Underlight Moth,Hallowfall,Can Be Tamed
220691,Flickering Glowmoth,"Stagnant Mire, Hallowfall",Can Be Tamed
215526,Hallowlight Flitter,"Torchlight Mine, Isaec's Folly & Hillhelm Stead, Hallowfall",Can Be Tamed
191639,Vibrant Butterfly,"Fluttering Cavern and the waterways north of Dragonheart Outpost, The Waking Shores",Can Be Tamed
210767,Shimmerwing Monarch,"Singing Fen & Sprigling Gloam, The Emerald Dream",Can Be Tamed
221519,Fluttering Sapphire,Isle of Dorn,Can Be Tamed
227202,Jeweled Flutterwing,"The Three Shields, Isle of Dorn",Can Be Tamed
227205,Young Jeweled Flutterwing,"The Three Shields, Isle of Dorn",Can Be Tamed
198428,Giant Swallowtail,Thaldraszus,Can Be Tamed
189744,Shimmering Swallowtail,"Passage of Time, Thaldraszus",Can Be Tamed
199248,Academy Monarch,Thaldraszus,Can Be Tamed
224133,Sunrise Honeysucker,"Sunrise Shadow, Isle of Dorn",Can Be Tamed
211020,Dizzying Flutterer,"Twisting Wood, The Emerald Dream",Can Be Tamed
193266,Lepidoralia the Resplendent,"Fluttering Cavern, The Waking Shores",Can Be Tamed
166073,Greater Ardenmoth,Ardenweald,Can Be Tamed
169303,Ardenmoth,"Emerald Glade & Dreamshrine Basin, Ardenweald",Can Be Tamed
170859,Silentwing Ardenmoth,Ardenweald,Can Be Tamed
174201,Ardenmoth,"The Faraway Pools, Ardenweald",Can Be Tamed
172979,Honeydew Sporeflutterer,Ardenweald,Can Be Tamed
168306,Territorial Shimmermoth,"Shimmerbough, Ardenweald",Can Be Tamed
155483,Faeleaf Shimmerwing,"Torghast, Tower of the Damned (Dungeon)",Can Be Tamed
166019,Shimmermoth,Ardenweald,Can Be Tamed
174248,Ardenmoth,"The Distant Grotto, Ardenweald",Can Be Tamed
169798,Illusory Ardenmoth,Ardenweald,Can Be Tamed
170526,Silky Ardenmoth,"Eventide Grove, Ardenweald",Can Be Tamed
174713,Twilight Glitterwing,"Grove of Awakening, Ardenweald",Can Be Tamed
164862,Weald Shimmermoth,De Other Side (Dungeon),Can Be Tamed
166304,Mistveil Stinger,Mists of Tirna Scithe,Can Be Tamed
166456,Glen Ardenmoth,"Furrowed Glen, Ardenweald",Can Be Tamed
161882,Placid Ardenmoth,"Garden of Night, Ardenweald",Can Be Tamed
167721,The Slumbering Emperor,Ardenweald,Can Be Tamed
166075,Greatwing Ardenmoth,"Spirit Glen, Ardenweald",Can Be Tamed
166182,Withered Ardenmoth,"Tirna Noch, Ardenweald",Can Be Tamed
170769,Withering Ardenmoth,"Shrouded Mire, Ardenweald",Can Be Tamed
170730,Withering Ardenmoth,"Dusty Burrows, Ardenweald",Can Be Tamed
172945,Sunrise Glitterwing,Ardenweald,Can Be Tamed
169742,Vibrant Ardenmoth,Ardenweald,Can Be Tamed
170399,Eternal Flutterer,"The Walk of Recollection, Bastion",Can Be Tamed
169193,Behemoth Glimmerfly,Bastion,Can Be Tamed
158509,Effervescent Glimmerfly,"Vestibule of Eternity, Bastion",Can Be Tamed
157725,Eternal Glimmerfly,Bastion,Can Be Tamed
169191,Frenzied Glimmerfly,"Bell Shrine, Bastion",Can Be Tamed
169158,Glimmerfly Darter,Bastion,Can Be Tamed
169555,Glimmerfly Duster,Bastion,Can Be Tamed
169692,Glimmerfly Flutterer,"The Temple of Courage, Bastion",Can Be Tamed
168497,Spiritwing Darter,Bastion,Can Be Tamed
169263,Spiritwing Duster,Bastion,Can Be Tamed
168268,Spiritwing Glimmerfly,"Gleaming Overlook, Bastion",Can Be Tamed
163480,Agitated Glimmerfly,"Garden of Edenia, Bastion",Can Be Tamed
157962,Fluttering Glimmerfly,"Firstborne's Bounty & Kalliope's Rest, Bastion",Can Be Tamed
163474,Summerfly,"Garden of Edenia, Bastion",Can Be Tamed
170329,Enamored Darter,Bastion,Can Be Tamed
170330,Enamored Glimmerfly,Bastion,Can Be Tamed
170331,Enamored Spiritwing,Bastion,Can Be Tamed
170328,Monarch Glimmerfly,Bastion,Can Be Tamed
170397,Spiritwing Emperor,Bastion,Can Be Tamed
170395,Spiritwing Flutterer,Bastion,Can Be Tamed
170244,Spiritwing Monarch,Bastion,Can Be Tamed
160581,Giant Glimmerfly,"Firstborne's Bounty, Bastion",Can Be Tamed
170243,Umbrawing Darter,Bastion,Can Be Tamed
170390,Umbrawing Duster,"Temple of Humility, Bastion",Can Be Tamed
169618,Umbrawing Glimmerfly,"The Eternal Forge, Bastion",Can Be Tamed
169914,Umbrawing Monarch,Bastion,Can Be Tamed
158510,Eternal Glimmerfly,"Vestibule of Eternity, Bastion",Can Be Tamed
168984,Soulwing Darter,Bastion,Can Be Tamed
169308,Soulwing Duster,Bastion,Can Be Tamed
168634,Soulwing Glimmerfly,Bastion,Can Be Tamed
163549,Fluttering Glimmerfly,"Garden of Edenia, Bastion",Can Be Tamed
163473,Fluttering Glimmerfly,"Garden of Edenia, Bastion",Can Be Tamed
170332,Enamored Soulwing,Bastion,Can Be Tamed
170393,Soulwing Emperor,Bastion,Can Be Tamed
170392,Soulwing Flutterer,Bastion,Can Be Tamed
170336,Soulwing Monarch,Bastion,Can Be Tamed
57232,Dappled Moth,"Scrollkeeper's Sanctum, Temple of the Jade Serpent, The Jade Forest",Can Be Tamed
59785,Singing Moth,The Jade Forest,Can Be Tamed
18468,Teromoth,Terokkar Forest,Can Be Tamed
17349,Blue Flutterer,Bloodmyst Isle,Can Be Tamed
17350,Royal Blue Flutterer,Bloodmyst Isle,Can Be Tamed
57421,Mothallus,"Silken Fields, Valley of the Four Winds",Can Be Tamed
20611,Shimmerwing Moth,Netherstorm,Available to Horde Hunters Only
146321,Tattered Silkwing,"Twilight Vineyards, Suramar (Vulpera Allied Race Recruitment Phase)",Can Be Tamed
27421,Fern Feeder Moth,Grizzly Hills,Can Be Tamed
18438,Naphthal'ar,"Cenarion Thicket, Terokkar Forest",Can Be Tamed
18469,Royal Teromoth,Terokkar Forest,Can Be Tamed
21839,Mature Silkwing,Blade's Edge Mountains,Can Be Tamed
21373,Silkwing,Blade's Edge Mountains,Can Be Tamed
63725,Bonedust Moth,Dread Wastes,Can Be Tamed
50864,Thicket,"Felpaw Village, Felwood",Can Be Tamed
76668,Agitated Duskwing,Talador,Can Be Tamed
77331,Duskwing Flutterer,Talador,Can Be Tamed
77328,Elder Duskwing,"Duskfall Island, Talador",Can Be Tamed
87425,Tainted Lightwing,"Umbrafen Point, Shadowmoon Valley - Draenor",Available to Draenei Only
167342,Moth,Exile's Reach,Can Be Tamed
18437,Vicious Teromoth,Terokkar Forest,Can Be Tamed
66514,Fluttering Moth,Townlong Steppes,Can Be Tamed
112905,Crimson Silkwing,"Crimson Thicket, Suramar",Can Be Tamed
109180,Tattered Silkwing,"Twilight Vineyards, Suramar",Can Be Tamed
16520,Vale Moth,Azuremyst Isle,Can Be Tamed
56172,Ash Moth,"Pei-Wu Forest, The Wandering Isle (Pandaren Starting Zone)",Can Be Tamed
66319,Fear-Touched Moth,Dread Wastes,Can Be Tamed
78390,Frenzied Manafeeder,"Jorune Mine, Talador",Can Be Tamed
77441,Dusky Teromoth,"Deathweb Hollow, Talador",Can Be Tamed
79595,Fluttering Teromoth,Talador,Can Be Tamed
86757,Mistwing Harvester,Nagrand - Draenor,Can Be Tamed
77719,Glimmerwing,Talador,Can Be Tamed
86810,Protective Shimmerwing Moth,Talador,Can Be Tamed
79910,Shimmerwing Moth,Talador,Can Be Tamed
79923,Shimmerwing Mothling,Talador,Can Be Tamed
87089,Moth of Wrath,"Spirit Woods, Nagrand - Draenor",Can Be Tamed
25464,Bloodspore Moth,Borean Tundra,Can Be Tamed
25498,Aspatha the Broodmother,"Gammoth, Borean Tundra",Can Be Tamed
82192,Glittering Mothling,"The Shimmer Mor, Shadowmoon Valley - Draenor",Can Be Tamed
57422,Mutated Silkmoth,"Silken Fields, Valley of the Four Winds",Can Be Tamed
65799,Fluttering Swallowtail,Krasarang Wilds,Can Be Tamed
50858,Dustwing,"Purgation Isle, Hillsbrad Foothills",Can Be Tamed
162477,Bloodskin Tauralus,"Theater of Pain & The Stabbing Wastes, Maldraxxus",Can Be Tamed
162586,Tahonta,"The Stabbing Wastes, Maldraxxus",Can Be Tamed
171383,Furious Alphahoof,"The Stabbing Wastes, Maldraxxus",Can Be Tamed
170194,Ashenflank Tauralus,"Ossein Foundry, Maldraxxus",Can Be Tamed
174396,Captive Tauralus,"The Reagentry, Maldraxxus",Can Be Tamed
165336,Decrepit Tauralus,"Hall of Chains, Maldraxxus",Can Be Tamed
170969,Ragerider Battlehorn,"Unyielding Assembly, Maldraxxus",Can Be Tamed
170923,Battleforged Tauralus,"House of the Chosen, Maldraxxus",Can Be Tamed
175478,Pack Tauralus,Maldraxxus,Can Be Tamed
59970,Ordo Battleyak,"Fire Camp Ordo, Kun-Lai Summit",Can Be Tamed
72844,Ironfur Great Bull,Timeless Isle,Can Be Tamed
66549,Wasteland Yak,Dread Wastes,Can Be Tamed
58415,Mountain Yak,Valley of the Four Winds; Kun-Lai Summit,Can Be Tamed
65773,Ordo Yak,"Fire Camp Ordo, Kun-Lai Summit",Can Be Tamed
65774,Ordo Yak Calf,"Fire Camp Ordo, Kun-Lai Summit",Can Be Tamed
59339,Terrified Yak,"Muskpaw Ranch, Kun-Lai Summit",Can Be Tamed
60860,Young Mountain Yak,"The Yaungol Advance, Kun-Lai Summit",Can Be Tamed
66595,Wasteland Calf,Dread Wastes,Can Be Tamed
59523,Bataari Battleyak,"Kun-Lai Pass, Kun-Lai Summit",Can Be Tamed
72842,Ironfur Herdling,Timeless Isle,Can Be Tamed
72843,Ironfur Grazer,Timeless Isle,Can Be Tamed
73160,Ironfur Steelhorn,Timeless Isle,Can Be Tamed
66587,Pengsong,"Mazu's Overlook, Dread Wastes",Can Be Tamed
107808,Plains Runehorn Calf,"Amberfall Mesa, Stormheim",Can Be Tamed
107803,Wild Plains Runehorn,"Amberfall Mesa, Stormheim",Can Be Tamed
193403,Plains Musken,Ohn'ahran Plains,Can Be Tamed
107805,Plains Runehorn Bull,"Amberfall Mesa, Stormheim",Can Be Tamed
103786,Well-Fed Musken,Stormheim,Can Be Tamed
195185,Grasslands Calf,Ohn'ahran Plains,Can Be Tamed
195172,Grasslands Musken,Ohn'ahran Plains,Can Be Tamed
195219,Grasslands Stomper,Ohn'ahran Plains,Can Be Tamed
190905,Meadowhoof Musken,Ohn'ahran Plains,Can Be Tamed
189935,Pack Beast,"Kaighan Camp, Ohn'ahran Plains",Can Be Tamed
196054,Sunbelt Musken,Ohn'ahran Plains,Can Be Tamed
100838,Thunderhorn,"Nastrondir, Stormheim",Can Be Tamed
96611,Angerhoof Bull,"Fields of the Eternal Hunt, Halls of Valor (Dungeon)",Can Be Tamed
108538,Highlands Runehorn,Stormheim,Can Be Tamed
108935,Highlands Runehorn Calf,Stormheim,Can Be Tamed
107852,Stout Highlands Runehorn,"Jotunnwood, Stormheim",Can Be Tamed
191478,Meadowhoof Calf,Ohn'ahran Plains,Can Be Tamed
29479,Shoveltusk Forager,Howling Fjord,Can Be Tamed
23691,Shoveltusk Stag,Howling Fjord,Can Be Tamed
29487,Wild Shoveltusk,"Cauldros Isle, Howling Fjord",Can Be Tamed
24681,Island Shoveltusk,"By Kamagua, Howling Fjord",Can Be Tamed
23690,Shoveltusk,Howling Fjord,Can Be Tamed
24791,Shoveltusk Calf,Howling Fjord,Can Be Tamed
29486,Tamed Shoveltusk,"Cauldros Isle, Howling Fjord",Can Be Tamed
26418,Longhoof Grazer,"Eastwind Shore, Grizzly Hills",Can Be Tamed
120593,Nazmani Skyterror,"Shattered River& Zul'jan Ruins, Nazmir",Can Be Tamed
126702,Primal Skyterror,"The Rivermarsh, Nazmir",Can Be Tamed
131718,Bramblewing,"Skyrender Eyrie, Zuldazar",Can Be Tamed
128434,Feasting Skyscreamer,Atal'dazar (Dungeon),Can Be Tamed
122114,Pterrordax,"Zeb'saur, Pterror Rise, & Warbeast Kraal, Zuldazar",Can Be Tamed
122986,Wild Skyscreamer,Atal'dazar (Dungeon),Can Be Tamed
125207,Peering Shrieker,"Nazwatha, Nazmir",Can Be Tamed
128658,Seaspray Pterrordax,"Frogmarsh and the shores of The Shattered River, Nazmir",Can Be Tamed
128653,Young Seaspray,"Frogmarsh and the shores of The Shattered River, Nazmir",Can Be Tamed
135450,Wild Skyscreamer,"Atal'Dazar (Non-Instanced), Zuldazar",Can Be Tamed
139534,Skyterror Broodmother,"Plains of Tojek, Nazmir",Can Be Tamed
135494,Slateclaw Shrieker,"Redrock Mesa, Vol'dun",Can Be Tamed
122113,Pterrordax Skyrender,"Skyrender Eyrie, Zuldazar",Can Be Tamed
130403,Wild Pterrordax,"Kwathari Wildlands & Kingsmouth River, Zuldazar",Can Be Tamed
235230,Saltwind Pterrodax,"Kaja'Coast, Zuldazar",Can Be Tamed
229666,Saltwind Pterrordax,"Kaja'Coast, Zuldazar",Can Be Tamed
124397,Kal'draxa,"Torga's Rest, Nazmir",Can Be Tamed
229836,Saltwind Hatchling,"Kaja'Coast, Zuldazar",Can Be Tamed
132653,Ji'arak Broodling,"Savagelands, Zuldazar",Can Be Tamed
126618,Bloodraged Pterrordax,"The Sliver & Zanchul, Zuldazar",Can Be Tamed
127864,Carrion Feeder,"Torga's Rest, Nazmir",Can Be Tamed
127847,Carrion Feeder,"Torga's Rest, Nazmir",Can Be Tamed
126703,Jarkadiax,"At the Primal Wetlands, Nazmir",Can Be Tamed
143898,Makatau,"Plains of Tojek, Nazmir",Can Be Tamed
139493,Monstrous Pterrordax,Nazmir,Can Be Tamed
135852,Ak'tar,"Redrock Mesa, Vol'dun",Can Be Tamed
233939,Pterrordax Matriarch,"Kaja'Coast, Zuldazar",Can Be Tamed
129761,Subjugated Pterrordax,"Crackling Ridge, Vol'dun",Can Be Tamed
9166,Pterrordax,Un'Goro Crater,Can Be Tamed
9167,Frenzied Pterrordax,Un'Goro Crater,Can Be Tamed
113040,Frenzied Pterrordax,"Un'goro Crater, The Emerald Nightmare (Raid)",Can Be Tamed
70020,Pterrorwing Skyscreamer,Isle of Giants,Can Be Tamed
70021,Pterrorwing Skyscreamer,Isle of Giants,Can Be Tamed
73223,Pterrordax,"The Menagerie, Siege of Orgrimmar (Raid)",Can Be Tamed
70494,Pterrorwing,"Stormsea Landing, Isle of Thunder",Can Be Tamed
70120,Pterrorwing,"Stormsea Landing, Isle of Thunder",Can Be Tamed
70558,Young Pterrorwing,"Stormsea Landing, Isle of Thunder",Can Be Tamed
88208,Pit Beast,"Gorian Proving Grounds, Nagrand - Draenor",Can Be Tamed
69162,Juvenile Skyscreamer,"Za'Tual, Isle of Thunder",Can Be Tamed
69207,Young Skyscreamer,"The Beast Pens, Isle of Thunder",Can Be Tamed
250340,Lightcursed Saptor,"Encroaching Bloom, Harandar",Can Be Tamed
237496,Lightmad Saptor,"Lightbloom Lash'Ra, Eversong Woods",Can Be Tamed
256914,Lightmad Saptor,"Suncrown Tree, Eversong Woods",Can Be Tamed
241466,Swarming Lightsaptor,"Lightbloom Lash'Ra, Eversong Woods",Can Be Tamed
237201,Agitated Thorntalon,"Amirdrassil Roots, Harandar",Can Be Tamed
242403,Cascades Fenhunter,"Nordrassil Roots, Harandar",Can Be Tamed
251916,Insatiable Saptor,"Nai'theren Grotto, Harandar",Can Be Tamed
249285,Salivating Saptor,"Nai'theren Grotto, Harandar",Can Be Tamed
248470,Stalking Thorntalon,"Den of Echoes, Harandar",Can Be Tamed
249508,Teething Saptor,"Nai'theren Grotto, Harandar",Can Be Tamed
250169,Thornhook Saptor,"Nordrassil Roots, Harandar",Can Be Tamed
256268,Cleftstalker Saptor,Harandar,Can Be Tamed
250170,Splintclaw Saptor,Harandar,Can Be Tamed
250175,Thornhook Hunter,"Blooming Lattice, Harandar",Can Be Tamed
250176,Splintclaw Ravager,Harandar,Can Be Tamed
210230,Dreamtalon Packwatcher,The Emerald Dream,Can Be Tamed
212043,Elusive Dreamtalon,The Emerald Dream,Can Be Tamed
211630,Hunting Dreamtalon,"Field of Flames, The Emerald Dream",Can Be Tamed
211316,Listless Dreamtalon,"Viridescent Thicket, The Emerald Dream",Can Be Tamed
210229,Mischievous Dreamtalon,The Emerald Dream,Can Be Tamed
210892,Striped Dreamtalon,"Lushdream Crags, The Emerald Dream",Can Be Tamed
210161,"Ristar, the Rabid","Viridescent Thicket, The Emerald Dream",Can Be Tamed
210051,Matriarch Keevah,The Emerald Dream,Can Be Tamed
52157,Ohgan,"Mandokir's Domain, Zul'Gurub (Dungeon)",Can Be Tamed
126117,Bound Scavenger,"Terrace of Sorrows, Nazmir",Can Be Tamed
135433,Reanimated Ravasaur,"Atal'Dazar, Zuldazar",Can Be Tamed
130735,Bone Raptor,"Shoaljai Tar Pits, Nazmir",Can Be Tamed
129517,Reanimated Raptor,"Sacrificial Pits, Atal'Dazar (Dungeon)",Can Be Tamed
41388,Living Fossil,"Whelgar's Excavation Site, Wetlands",Can Be Tamed
127247,Returned Predator,"Burial Mound, Nazmir",Can Be Tamed
44226,Sarltooth,"Whelgar's Excavation Site, Wetlands",Can Be Tamed
70534,Skeletal Lasher,Isle of Thunder,Can Be Tamed
135742,Risen Anklebiter,"The Bone Pit, Vol'dun",Can Be Tamed
135743,Risen Ravasaur,"The Bone Pit, Vol'dun",Can Be Tamed
129410,Risen Ravasaur,"The Bone Pit, Vol'dun",Can Be Tamed
137487,Skeletal Hunting Raptor,"Sepulcher of the Dahazi, Kings' Rest (Dungeon)",Can Be Tamed
171583,Resurfaced Predator,"The Necropolis, Nazmir",Can Be Tamed
168986,Skeletal Raptor,De Other Side (Dungeon),Can Be Tamed
140699,Bonescreamer,"Xibala, Zuldazar",Can Be Tamed
122004,Umbra'jin,"Savagelands (Lair of Umbra'jin), Zuldazar",Can Be Tamed
124217,Raptor Patriarch,Nazmir,Can Be Tamed
135790,Roughscale Stalker,"Natha'vor, Nazmir",Can Be Tamed
125206,Sharptooth Scavenger,Nazmir,Can Be Tamed
145110,Ravasaur Sniffer,"Mariner's Row, Boralus, Tiragarde Sound",Can Be Tamed
136426,Fenclaw Leaper,"Shoaljai Tar Pits and the plains to the south, Nazmir",Can Be Tamed
130727,Fenclaw Runner,"Shoaljai Tar Pits, Nazmir",Can Be Tamed
123096,Frogmarsh Razormaw,"Upper Frogmarsh, Nazmir",Can Be Tamed
133812,Zanxib,"The Rivermarsh, Nazmir",Can Be Tamed
131560,Feral Ravasaur,"The Slough, Zuldazar",Can Be Tamed
122504,Savagemane Ravasaur,"The Feeding Grounds, Zuldazar",Can Be Tamed
124226,Raptor Matriarch,"The Rivermarsh, Nazmir",Can Be Tamed
120587,Rivermarsh Raptor,"The Rivermarsh, Nazmir",Can Be Tamed
136984,Reban,Kings' Rest (Dungeon),Can Be Tamed
149147,N'chala the Egg Thief,"Savagelands, Zuldazar",Can Be Tamed
131624,Xibalan Ravasaur,"Xibala, Zuldazar",Can Be Tamed
127869,Coastal Scrounger,"Torga's Rest, Nazmir",Can Be Tamed
130722,Fenclaw Stalker,"Shoaljai Tar Pits, Nazmir",Can Be Tamed
127873,Scrounger Patriarch,"Torga's Rest, Nazmir",Can Be Tamed
139365,Queenfeather,"The Feeding Grounds, Zuldazar",Can Be Tamed
145444,Ravasaur Fleshripper,"Mariner's Row, Boralus, Tiragarde Sound",Can Be Tamed
126023,Harbor Saurid,"Grand Bazaar, Zuldazar",Can Be Tamed
126653,Hungry Saurid,"The Slough, Zuldazar",Can Be Tamed
128585,Shore Saurid,"The Shattered River, Nazmir",Can Be Tamed
128616,Shore Saurid Matriarch,"The Shattered River, Nazmir",Can Be Tamed
128435,Toxic Saurid,Atal'dazar (Dungeon),Can Be Tamed
135490,Toxic Saurid,"Atal'dazar (Non-Instanced), Zuldazar",Can Be Tamed
139488,Roaming Saurid,"Antul'Mita Plateau, Nazmir",Can Be Tamed
126331,Thieving Snapper,"The Zocalo, Nazmir",Can Be Tamed
136566,Thieving Snapper,"Shatterstone Harbor, Vol'dun",Can Be Tamed
137545,Coastal Saurid,"Dreadpearl Shallows, Zuldazar",Can Be Tamed
126689,Sickly Saurid,"Primal Wetlands, Nazmir",Can Be Tamed
69311,Loa-Infused Saurid,"The Beast Pens, Isle of Thunder",Can Be Tamed
139326,Invasive Eggsnatcher,"The Feeding Grounds, Zuldazar",Can Be Tamed
126142,Bajiatha,"Terrace of Sorrows, Nazmir",Can Be Tamed
130191,Clutch Defender,"Terrace of Sorrows, Nazmir",Can Be Tamed
