npc_id,npc_name,zone,family,name_keeper,notes,taming_requirements
152541,Siltridge Marauder,Nazjatar,Hydra,,,
152542,Scale Matriarch Zodia,Nazjatar,Hydra,True,,
152543,Voidscale Hydra,Nazjatar,Hydra,,,
152544,Voidscale Trenchstalker,Nazjatar,Hydra,,,
152545,Scale Matriarch Vynara,Nazjatar,Hydra,True,,
152546,Stonemaw Devourer,Nazjatar,Hydra,,,
152547,Stonemaw Hydra,Nazjatar,Hydra,,,
152548,Scale Matriarch Gratinax,Nazjatar,Hydra,True,,
152551,Deepcoil Constrictor,Nazjatar,Serpent,,,
152552,Shassera <Nightmare in the Depths>,Nazjatar,Serpent,True,"Shassera's Lair is The cave entrance is at the north-east edge of Shirakess Repository, east of the Gate of the Queen.",
152553,Garnetscale,Nazjatar,Turtle,True,Appears at the base of a waterfall.,
152554,Abyssal Spawn,Nazjatar,Serpent,,,
152555,Elderspawn Nalaada,Nazjatar,Serpent,True,,
152556,Chasm-Haunter,Nazjatar,Serpent,True,The Forgotten Tunnel is reached through an underwater entrance in the far south-eastern corner of Spears of Azshara.,
152642,Angry Sandcrab,Nazjatar,Crab,,Spawns when you click on your first sand pile during the Alliance-only quest Crab Marks The Spot. This quest is only available when you have Blademaster Inowari active as your bodyguard and is started by a piece of parchment on a rock not far from Braxicus in Dragon's Teth Basin.,
152657,Tat the Bonechewer,Uldum,Hyena,True,Appears during Amathet Assaults. Patrols south of the Obelisk of the Stars.,
152708,Mawsworn Seeker,"Torghast, Tower of the Damned (Dungeon)",Hound,,"This NPC can be found in Torghast (Scenario) - Skoldus Hall, The Upper Reaches, The Soulforges, The Fracture Chambers, and Torghast, Tower of the Damned.",
152768,Venomtail Scorpid,Uldum,Scorpid,,Appears in all Assaults phases of the zone. Found in the north of the zone.,
152795,Sandclaw Stoneshell,Nazjatar,Crab,True,"This NPC may appear in a number of different locations within the zone, including Lemor'athra Spire (south-west edge, by a fallen tower), Coral Forest (south of Ekka's Hideaway), Elun'Alor Temple (in the building to the east, close to the Horde flightmaster Gizzik Kelpears), Ashen Strand (just north-west of the Horde Flight Point), Kal'methir, and Highborne Estates. It will randomly appear in one of five gemstone colours each time, and if you're unlucky it could take a while to find the look you're after. Fortunately it appears to spawn frequently.",
152836,Azerite Borer,The Maelstrom (Defending the Maelstrom Scenario),Shale Beast,,Located in The Maelstrom (Defending the Maelstrom Scenario). Only accessible during the quest Defending the Maelstrom.,Exotic
152992,Rampaging Motospider,Mechagon,Mechanical,,"Spawns when the daily Bugs, Lot of 'Em! is available. Also found in the alternate timeline phase of Mechagon, which is accessible on days when Chromie is present in Rustbolt, or by activating a Personal Time Displacer.",Mechanical
152994,Leaping Bugbot,Mechagon,Mechanical,,,Mechanical
152998,Hunting Worg,Exile's Reach,Wolf,,,
153026,Braxicus,Nazjatar,Crab,True,,
153096,Animated Warden,Vale of Eternal Blossoms,Stone Hound,,"Appears in the Assaults phase, during all Assaults.",Exotic
153208,Onyx Warserpent,Vale of Eternal Blossoms,Lesser Dragonkin,,"Appears during Mogu Assaults, through most of the western half of the zone.",Cloud Serpent
153238,Tamed Boar,Exile's Reach,Boar,,Found in a pen inside the citadel grounds.,
153266,Killclaw the Terrible,Exile's Reach,Bear,True,The large tree-ogre-club in Killclaw's side is lost after taming.,
153268,Swarm Ravager,Vale of Eternal Blossoms,Wasp,,"Appears during Mantid Assaults, in the west of the zone.",
153278,Kunchong Destroyer,Vale of Eternal Blossoms,Aqiri,,"Appears during Mantid Assaults, in the west of the zone.",Exotic
153462,Coral Snapper,Mechagon,Crab,,,
153465,Abducted Scraphound,Mechagon,Mechanical,,The Abducted Scraphound is a chance spawn when you attempt to rescue abductees from a Mechagon Containment Crate during the quest Abduction Reduction.,Mechanical
153473,Abducted Motospider,Mechagon,Mechanical,,The Abducted Motospider is a chance spawn when you attempt to rescue abductees from a Mechagon Containment Crate during the quest Abduction Reduction.,Mechanical
153654,Voltscale Guardian,Nazjatar,Worm,,,Exotic
153655,Tidal Guardian,Nazjatar,Worm,,,Exotic
153658,Shiz'narasz the Consumer,Nazjatar,Worm,True,,Exotic
153694,Deepcoil Hatchling,Nazjatar,Serpent,,Sometimes spawns when Deepcoil Eggs are destroyed during the world quest Break a Few Eggs / Break a Few Eggs.,
153699,Saurolisk Sourback,Mechagon,Lizard,,,
153764,Wrinklefin <Droobie's Companion>,Nazjatar,Ray,True,"Alliance hunters can tame Wrinklefin in the usual way, but it is friendly to Horde and can only be tamed by Horde hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. This fathom ray is a faction hub NPC and probably shouldn't be tameable anyway. Also of note, its title, ""Droobie's Companion"" is incorrect, as it belongs to Dren Nautilin.",
153804,Chitterspine Encroacher,Nazjatar,Crab,,,
153812,Chitterspine Lurker,Nazjatar,Crab,,Stealthed.,
153814,Chitterspine Guillotine,Nazjatar,Crab,,,
153818,Crackleclaw Crab,Nazjatar,Crab,,,
153902,,,,,"Normally friendly, but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. Accompanies Sardina Lauray.",
153959,Savage Snapdragon,Nazjatar,Lizard,,"Its name changes to ""Sated Snapdragon"" after being fed on the quest Sating Snapdragons / Sating Snapdragons.",
153965,Chitterspine Clicker,Nazjatar,Crab,,Travels in packs in the Grotto.,
153966,Chitterspine Crab,Nazjatar,Crab,,Travels in packs in the Grotto.,
153971,Chitterspine Clicker,Nazjatar,Crab,,Spawns occasionally when players open Chittershell Clams when on the quest Working With Purpose / Working With Purpose.,
153980,Arachnoid Destroyer,Mechagon,Mechanical,,"Found in the alternate timeline phase of Mechagon, which is accessible on days when Chromie is present in Rustbolt, or by activating a Personal Time Displacer.",Mechanical
153992,Steelplated Hardshell,Mechagon,Crab,,"Located in The Heaps (alternate timeline), Mechagon. This version is found in the alternate timeline phase of Mechagon, which is accessible on days when Chromie is present in Rustbolt, or by activating a Personal Time Displacer.",
154030,Oddly Large Mawrat,"Torghast, Tower of the Damned (Dungeon)",Rodent,,"This NPC can be found in Torghast (Scenario) - Skoldus Hall, Coldheart Interstitia, The Soulforges, Mort'regar, The Upper Reaches, The Fracture Chambers, Torghast, Tower of the Damned , and The Adamant Vaults.",
154092,Deepcoil Hatchling,Nazjatar,Serpent,,,
154181,Juvenile Snapdragon,Nazjatar,Lizard,,"Only spawns occasionally, as a pack, and attacks the Zan'jir Stalker naga.",
154182,Broken Snapdragon,Nazjatar,Lizard,,,
154219,Motospider,Mechagon,Mechanical,,"Spawns during combat with the rare NPC, Mecharantula.",Mechanical
154268,Hungry Vulture,Exile's Reach,Carrion Bird,,,
154339,Sandscale Hydra,Nazjatar,Hydra,,,
154353,Aqir Goliath,Uldum,Aqiri,,"Found in dunes around Orsis, Ruins of Ammon, and the Cradle of the Ancients, in all Assaults phases of the zone.",Exotic
154354,Aqir Stinger,Uldum,Wasp,,"This tameable version of the Aqir Stinger is found in a number of locations in western Uldum, in all Assaults phases of the zone.",
154367,Aqir Impaler,Uldum,Wasp,,"This wasp is found in many locations in western Uldum, in all Assaults phases of the zone. Note: there is an extremely small chance (maybe 1%) that the Aqir Impaler will spawn in its red colour. Most of the time it's blue, so if you're after a red wasp and the Aqir Unearthed Assault is active then you're better looking for the Corpse Swarmers that spawn with Corpse Eater.",
154576,Aqir Titanus,Uldum,Aqiri,True,Located between Orsis and Ruins of Ammon in all Assaults phases of the zone.,Exotic
154604,Lord Aj'qirai,Uldum,Aqiri,True,Appears during Aqir Unearthed Assaults.,Exotic
154761,Rajani Warserpent,Vale of Eternal Blossoms,Lesser Dragonkin,,"Normally friendly, but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. Appears in the Assaults phase of the zone, during all Assaults. Hovers near the entrance to the Silent Sanctuary.",Cloud Serpent
154935,Gorgonian Scavenger,Nazjatar,Crab,,"These crabs may be phased. If so, they can still be viewed and pulled out of the area for taming from the adjacent area to the west: The Empress's Approach.",
154936,Hungry Nibbler,Nazjatar,Crab,,"These crabs may be phased. If so, they can still be viewed and pulled out of the area for taming from the adjacent area to the west: The Empress's Approach.",
155238,Guardian of the Leaf,"Torghast, Tower of the Damned (Dungeon)",Stag,,"This NPC can be found in Torghast (Scenario) - Skoldus Hall, The Soulforges, Coldheart Interstitia, The Fracture Chambers, and The Adamant Vaults.",
155483,Faeleaf Shimmerwing,"Torghast, Tower of the Damned (Dungeon)",Moth,True,"This NPC can be found in Torghast (Scenario) - The Soulforges, Skoldus Hall, The Fracture Chambers, Coldheart Interstitia, Torghast, Tower of the Damned, Mort'regar , The Adamant Vaults, and The Upper Reaches.",
155583,Scrapclaw,Mechagon,Crab,True,"Appears in the water, a short distance off-shore.",
155703,Anq'uri the Titanic,Uldum,Aqiri,True,Appears in all Assaults phases of the zone.,Exotic
155770,Dread Hatchling,Revendreth,Spider,,"Spawns when you destroy a Crawler Egg, which is only present when Tomb Burster's event is active.",
155779,Tomb Burster <Dread Crawler Queen>,Revendreth,Spider,True,When Tomb Burster's event is active you can spawn her by destroying a bunch of Crawler Eggs in Dredhollow.,
155795,Dread Crawler,Revendreth,Spider,,,
155914,Zan'jir Snapdragon,Nazjatar,Lizard,,,
156046,Zan-tien Quilen,Vale of Eternal Blossoms,Stone Hound,,"Appears in the Assaults phase, during Mogu Assaults.",Exotic
156077,Fiendish Terrorwing,Revendreth,Bat,,"Found in Dredgewood, The Banewood, Ember Ward and Dominance Keep.",
156083,Sanguifang,Vale of Eternal Blossoms,Hound,True,"Only present during Mogu Assaults. Found near Tu'shen Burial Ground, at the same place Cracklefang spawns in the earlier (non-Assaults) phase.",Undead
156214,Fire Hound,The Maw,Hound,,,Undead
156242,Animated Prowler,"Torghast, Tower of the Damned (Dungeon)",Mechanical,,This NPC can be found in Torghast (Scenario) - Coldheart Interstitia.,Mechanical
156284,Sinrunner,Revendreth,Courser,,"Found at various locations in the zone, including: Dredgewood, The Banewood, Briarbane Stables & The Old Gate.",
156376,River Terrapin,Bastion,Turtle,,,
156389,Rajani Warserpent,Vale of Eternal Blossoms,Lesser Dragonkin,,"Normally friendly, but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. Appears in the Assaults phase of the zone, only during Mogu Assaults on days when the quest event Zan-Tien Serpent Cage is active.",Cloud Serpent
156395,Starving Dredbat,Revendreth,Bat,,,
156564,Ravening Guardian,Bastion,Mechanical,,,Mechanical
156596,Horrific Bonemauler,Revendreth,Hound,,,
156636,Lurking Fearspinner,Revendreth,Spider,,,
156716,Wandering Boar,Exile's Reach,Boar,,,
156756,Black Bengal Goat,Vale of Eternal Blossoms,Gruffhorn,,"Appears in the Assaults phase, during all Assaults. Found in various craggy areas.",
156759,Docile Porcupine,Vale of Eternal Blossoms,Rodent,,"Appears in the Assaults phase, during all Assaults.",
156760,Stillwater Crocolisk,Vale of Eternal Blossoms,Crocolisk,,"Appears in the Assaults phase, during all Assaults.",
156778,Thundermaw,Vale of Eternal Blossoms,Wolf,,"Appears in the Assaults phase, during all Assaults.",
156780,White Crane,Vale of Eternal Blossoms,Waterfowl,,"Appears in the Assaults phase, during all Assaults.",
156788,Fairlands Gazelle,Vale of Eternal Blossoms,Stag,,"Appears in the Assaults phase, during all Assaults.",
156931,Silkfeather Hawk,Vale of Eternal Blossoms,Bird of Prey,,"Appears in the Assaults phase, during all Assaults.",
157083,Stonewing Ravager,"Torghast, Tower of the Damned (Dungeon)",Bat,,"This NPC can be found in Torghast (Scenario) - The Upper Reaches, and Torghast, Tower of the Damned.",
157109,,,,,"This NPC can be found in Torghast (Scenario) - The Upper Reaches, and Torghast, Tower of the Damned.",
157121,Ekashim <Fangtaker Orsa's Companion>,Uldum,Cat,True,Appears during Amathet Assaults.,
157143,Arid Bonepicker,Uldum,Carrion Bird,,Appears in all Assaults phases of the zone. Found in a camp south of Khartut's Tomb.,
157149,,,,,"This NPC can be found in Torghast (Scenario) - The Upper Reaches, and Torghast, Tower of the Damned.",
157162,Rei Lun <Chalcedony Construct>,Vale of Eternal Blossoms,Lesser Dragonkin,True,"Appears in the Assaults phase of the zone, during Mogu Assaults.",Cloud Serpent
157274,Languishing Etherwyrm,Bastion,Wind Serpent,,,
157277,Starved Etherwyrm,Bastion,Wind Serpent,,,
157279,Stormhowl <Thundermaw Alpha>,Vale of Eternal Blossoms,Wolf,True,Appears during Mogu Assaults.,
157290,Jade Watcher,Vale of Eternal Blossoms,Stone Hound,True,Appears during Mogu Assaults.,Exotic
157301,Carved Tracker <Avowed Stalker's Pet>,Revendreth,Stone Hound,,Possibly only present during/after the quest I Don't Get My Hands Dirty.,Exotic|Gargon
157332,Bonemauler Alpha,Revendreth,Hound,,,
157341,Haofeng,Vale of Eternal Blossoms,Lesser Dragonkin,True,"Appears in the Assaults phase of the zone, but only during Mogu Assaults, on days when the Serpent Binding event is up. Defeat the mogu restraining this cloud serpent in order to activate it.",Cloud Serpent
157466,Anh-De the Loyal,Vale of Eternal Blossoms,Stone Hound,True,Appears during Mogu Assaults.,Exotic
157565,Ravager Drone,Vale of Eternal Blossoms,Wasp,,"Appears around hives during the quest event Ravager Hive, which is only available during Mantid Assaults, and not every day.",
157567,Ravager Worker,Vale of Eternal Blossoms,Wasp,,"Appears around hives during the quest event Ravager Hive, which is only available during Mantid Assaults, and not every day.",
157589,Highland Worg,Twilight Highlands (Vulpera Allied Race Recruitment Phase),Wolf,,"Located in Dunwald Ruins, Twilight Highlands (Vulpera Allied Race Recruitment Phase). This black worg is only available during the Vulpera Allied Race recruitment questline which means it's only ever available to Horde hunters, and possibly only once ever on your account.",
157662,Unfallen Warhound,Maldraxxus,Hound,,"In the north-east section of House of the Chosen. Friendly at first, it becomes hostile and tameable after completing the main story.",
157665,Unfallen Warhound,Maldraxxus,Hound,,"In the north-east section of House of the Chosen. Friendly at first, it becomes hostile and tameable after completing the main story.",
157695,Lurking Bonemauler,Revendreth,Hound,,,
157725,Eternal Glimmerfly,Bastion,Moth,,,
157728,Lighthoof Roamer,Bastion,Feathermane,,,Feathermane
157761,Larion Sire,Bastion,Feathermane,,,Feathermane
157828,Ruinus Dredbat,Revendreth,Bat,,"Can be found to the east of the muckpool, circling several of the trees.",
157962,Fluttering Glimmerfly,Bastion,Moth,,,
157963,Animated Prowler,The Maw,Mechanical,,,Mechanical
157973,Cloudrift Runner,Bastion,Courser,,,
158054,Anima-Starved Wyrm,Bastion,Wind Serpent,,,
158110,Anima-Starved Cloudfeather,Bastion,Carrion Bird,,,
158254,Kala,Bastion,Feathermane,True,This version of Kala must be subdued for the quest Tough Love. If tamed she will reset after about a minute so you can complete the quest.,Feathermane
158256,Corrupted Cloudfeather,Bastion,Carrion Bird,,Found during the quest Agthia's Path,
158364,Gorm Ravener,Ardenweald,Carapid,,,Exotic
158387,Fetid Hornet,Maldraxxus,Wasp,,,
158409,Rusan,Vale of Eternal Blossoms,Stone Hound,True,"Appears during Mogu Assaults, summoned by Houndlord Ren during combat.",Exotic
158427,River Terrapin,Bastion,Turtle,,,
158465,Poisonous Snake,Uldum,Serpent,,"Appears during Amathet Assaults. Summoned during combat with two rare NPCs in the east of the zone: Scoutmaster Moswen (north of Halls of Origination, ~ 69.6, 42.0) and Fangtaker Orsa (in the south, ~75.0, 68.6).",
158509,Effervescent Glimmerfly,Bastion,Moth,,,
158510,Eternal Glimmerfly,Bastion,Moth,,,
158520,Highlands Eirefly,Ardenweald,Wasp,,,
158530,Aqir Hive Guardian,Uldum,Aqiri,,Found in the Assaults phase of the zone. Classed as an Aberration.,Exotic
158702,Lurking Monitor,Revendreth,Stone Hound,,Lurking Monitors phase out completely once you adjust the Scorching Mirror during the quest Securing Sinfall and so aren't available at all to hunters who select the Threads of Fate progress method. They initially look like statues. You have to aggro one to reveal which colour it is. Note that they don't appear on your beast tracker until aggroed.,Exotic|Gargon
158752,Predatory Bloodtusk,Maldraxxus,Boar,,,
158771,Ravenous Etherwyrm,Bastion,Wind Serpent,True,Appears during the quest The Cycle of Anima: Drought Conditions.,
158772,Eternal Terrapin,Bastion,Turtle,,,
158797,Gargon Oppressor,Revendreth,Stone Hound,,,Exotic|Gargon
158948,Gorm Hulk,Ardenweald,Carapid,True,,Exotic
158976,Shrieking Evedweller,Revendreth,Bat,,,
158978,Great Granitefur,Revendreth,Stone Hound,,"Also found in the Ember Ward, just south of Dominance Keep.",Exotic|Gargon
158979,Silent Proctor,Revendreth,Stone Hound,,,Exotic|Gargon
159016,Agitated Gorm,Ardenweald,Carapid,,"Spawned during the quest ""Collection Day"".",Exotic
159026,Carved Tracker <Depraved Stalker's Pet>,Revendreth,Stone Hound,,,Exotic|Gargon
159029,Juvenile Runedeer,Ardenweald,Stag,,,
159030,Runestag,Ardenweald,Stag,,,
159177,Loyal Granitefur,Revendreth,Stone Hound,,This version of the Loyal Granitefur appears sporadically around the southern ramparts of Dominance Keep.,Exotic|Gargon
159178,Dire Evedweller,Revendreth,Bat,,,
159192,Cloudfeather Greatwing,Bastion,Carrion Bird,,,
159218,Great Granitefur,Revendreth,Stone Hound,,,Exotic|Gargon
159265,Tower Creeper,Revendreth,Spider,,,
159289,Juvenile Cloudfeather,Bastion,Carrion Bird,,,
159298,Gilded Cloudstrider,Bastion,Feathermane,,,Feathermane
159323,Stoneward Trampler,"Torghast, Tower of the Damned (Dungeon)",Stone Hound,True,"This NPC can be found in Torghast (Scenario) - The Upper Reaches, and Torghast, Tower of the Damned.",Exotic|Gargon
159420,Shimmering Etherwyrm,Bastion,Wind Serpent,,,
159441,Rockbreaker <Carved of Many>,Revendreth,Stone Hound,True,,Exotic|Gargon
159460,Nightwidow Horror,Revendreth,Spider,,,
159610,Agitated Etherwyrm,Bastion,Wind Serpent,,Flies high over the hills of the southernmost region of the zone.,
159612,Leonid,Bastion,Feathermane,True,,Feathermane
159693,Enthralled Gorm,Ardenweald,Carapid,True,Ridden by Mizik the Haughty.,Exotic
159708,Marrowbore Feaster,Maldraxxus,Wasp,,,
159714,Marrowbore Creeper,Maldraxxus,Wasp,,,
159737,Boneweave Ambusher,Maldraxxus,Spider,,,
159747,Marrowbore Queen,Maldraxxus,Wasp,,,
159753,Ravenomous,Maldraxxus,Wasp,True,,
159756,Marrowbore Hatchling,Maldraxxus,Wasp,,Spawns when you destroy a Marrowbore Nest.,
159886,Sister Chelicerae,Maldraxxus,Spider,True,"Hidden in a cave, behind a shield of Intricate Webbing.",
159895,Chelicerae's Children,Maldraxxus,Spider,,Spawns when you attack the Intricate Webbing protecting Sister Chelicerae.,
159901,Boneweave Spiderling,Maldraxxus,Spider,,,
159916,Boneweave Rampager,Maldraxxus,Spider,,,
159978,Great Granitefur,Revendreth,Stone Hound,,,Exotic|Gargon
160074,Gorm Slicer,Ardenweald,Carapid,,,Exotic
160075,Gorm Spewer,Ardenweald,Carapid,,,Exotic
160076,Gorm Borer,Ardenweald,Carapid,,,Exotic
160089,Chamber Guardian,Bastion,Mechanical,,"Spawns during the quest, ""You Go First"".",Mechanical
160110,First Guardian of Kalliope,Bastion,Mechanical,,"Spawns during the quest, ""You Go First"".",Mechanical
160341,Sewer Beastling,Vision of Stormwind (Scenario),Warp Stalker,True,"Located in Vision of Stormwind (Scenario). Can appear in the canals, at the intersection of the four areas.",
160348,Tamed Gargon,Revendreth,Stone Hound,,,Exotic|Gargon
160355,Converted Clawguard,Bastion,Mechanical,,,Mechanical
160394,Barrow Spider,Exile's Reach,Spider,,,
160401,Grenich <Soulstalker Doina's Pet>,Revendreth,Stone Hound,True,"Located in Halls of Atonement (Non-Instanced), Revendreth. Situated in a tower above the Halls of Atonement dungeon entrance.",Exotic|Gargon
160402,Grond <Soulstalker Doina's Pet>,Revendreth,Stone Hound,True,"Located in Halls of Atonement (Non-Instanced), Revendreth. Situated in a tower above the Halls of Atonement dungeon entrance.",Exotic|Gargon
160425,Smoldering Bonemauler,Revendreth,Hound,,,
160426,Converted Clawguard,Bastion,Mechanical,,,Mechanical
160433,Barrow Spiderling,Exile's Reach,Spider,,,
160569,Swiftwing Larion,Bastion,Feathermane,,,Feathermane
160570,Smoldering Alpha,Revendreth,Hound,,,
160581,Giant Glimmerfly,Bastion,Moth,,,
160606,Glimmerhoof Cloudstrider,Bastion,Feathermane,,,Feathermane
160632,Vulpin Stalker,Bastion,Fox,,,
160715,Ridge Vulpin,Ardenweald,Fox,,,
160785,Shadehound Spirithunter,The Maw,Hound,,,
160786,Tower Shadehound,The Maw,Hound,,,
160872,Destroyer Krox'tazar,Vale of Eternal Blossoms,Aqiri,True,Only appears during Mantid Assaults and can be found wandering in several locations in the west of the zone.,Exotic
160970,Vuk'laz the Earthbreaker,Uldum,Aqiri,True,Appears in the Assaults phase of the zone. Vuk'laz is a world boss that appears every second week.,Exotic
161130,Coastal Goat,Exile's Reach,Gruffhorn,,"Appears to phase out during an advanced stage of the zone quest chain, but can be viewed and tamed from the very edge of Quilboar Briarpatch.",
161131,Prickly Porcupine,Exile's Reach,Rodent,,"Appears to phase out during an advanced stage of the zone quest chain, but can be viewed and aggroed from the very edge of Quilboar Briarpatch.",
161133,Coastal Albatross,Exile's Reach,Bird of Prey,,"Appears to phase out during an advanced stage of the zone quest chain, but one can be viewed and aggroed from a point to the west of Abandoned Camp, near the waterfall. Stand right where the zone changes to ""Jrokgar's Coast"" and catch the one that circles nearby.",
161172,Gargantuan Seeker,The Maw,Hound,,,
161206,Fanged Dredbat,Revendreth,Bat,,,
161207,Fangling,Revendreth,Bat,,,
161211,Tamed Gargon,Revendreth,Stone Hound,,,Exotic|Gargon
161256,Tomb Lurker,Revendreth,Spider,,"Found during the Venthyr-only quest, ""Crypt Crashers"".",
161280,Aqir Scarab,Uldum,Beetle,,"Found throughout most of western Uldum, in all Assaults phases. Note: the red variant of this scarab is extremely rare - perhaps 1-in-100 or more spawns. You may need to search for a while, even kill off the blue scarabs, in order to get one.",
161294,Carved Sniffer <Retained Lookout's Pet>,Revendreth,Stone Hound,,,Exotic|Gargon
161348,Darkwall Suppresser <Darkfall Betrayer's Pet>,Revendreth,Stone Hound,,,Exotic|Gargon
161390,Darkhound Hunter,Maldraxxus,Hound,,"Found in world quests ""Better Off Dead,"" and ""Deadly Reminder.""",Undead
161527,Sigilback,Bastion,Turtle,True,"Summoned by Orator Chloe during the ""Beasts of Bastion: Sigilback"" event.",
161528,Aethon,Bastion,Courser,True,"Summoned by Orator Chloe during the ""Beasts of Bastion: Aethon"" event.",
161529,Nemaeus,Bastion,Feathermane,True,"Summoned by Orator Chloe during the ""Beasts of Bastion: Nemaeus"" event.",Feathermane
161530,Cloudtail,Bastion,Fox,True,"Summoned by Orator Chloe during the ""Beasts of Bastion: Cloudtail"" event.",
161541,Aqir Scarab,Uldum,Beetle,,Spawns during the Vuk'laz the Earthbreaker encounter. Vuk'laz is a world boss that appears every second week in the Assaults phase of the zone.,
161672,Kri'vin,Vale of Eternal Blossoms,Aqiri,,"Appears during Mantid Assaults, in the west of the zone.",Exotic
161763,Assassin <Malefic Shadehound>,The Maw,Hound,,Spawns after reaching tier 3 of Eye of the Jailer.,
161882,Placid Ardenmoth,Ardenweald,Moth,,,
161889,Nightsong Wader,Ardenweald,Waterfowl,,,
161917,Verdant Prowler,Ardenweald,Fox,,,
162140,Skikx'traz,Uldum,Wasp,True,Appears during Aqir Unearthed Assaults and patrols the Ankhaten Harbor area.,
162142,Qho,Uldum,Beetle,True,"Appears during Aqir Unearthed Assaults, just west of Obelisk of the Sun. Classed as an Aberration.",
162147,Corpse Eater,Uldum,Wasp,True,Appears during Aqir Unearthed Assaults. Located north of Ruins of Ammon and south-west of Orsis.,
162150,Corpse Swarmers,Uldum,Wasp,,Spawned by Corpse Eater during combat. Corpse Eater is only found during Aqir Unearthed Assaults.,
162173,R'krox the Runt,Uldum,Aqiri,True,Appears during Aqir Unearthed Assaults. Patrols around the lake in the farm north-west of Uldum.,Exotic
162237,Plagueroc,Maldraxxus,Bird of Prey,,"Found during the Venthyr-only scenario, ""The Medallion of Dominion"".",
162258,Ravenous Galescreamer,Maldraxxus,Chimaera,,,Exotic
162259,Galescreamer Pup,Maldraxxus,Chimaera,,,Exotic
162300,Ravenous Galescreamer,Maldraxxus,Chimaera,,"Found during the Venthyr-only scenario, ""The Medallion of Dominion"".",Exotic
162334,Riverbed Crocolisk,Uldum,Crocolisk,,Appears in all Assaults phases of the zone. Found along the rivers.,
162335,Oasis Crocolisk,Uldum,Crocolisk,,Appears in all Assaults phases of the zone. Found along the mid-southern coast and northwestern region of the zone.,
162336,Neferset Crocolisk,Uldum,Crocolisk,,Appears in all Assaults phases of the zone. Found along rivers in the south..,
162360,Camel,Uldum,Camel,,Appears in all Assaults phases of the zone. Found in the far west of the zone.,
162361,Tiger,Uldum,Cat,,"Found in the Assaults (N'Zoth Invasion) phase of the zone, except during Black Empire Assaults.",
162363,Temple Scarab,Uldum,Beetle,,"Appears in the Assaults phase of the zone, except perhaps during Black Empire Assaults. It can be found in small numbers around the larger pyramid in Neferset City, but note that the level 35 Temple Scarab also appears south of this pyramid in the Assault phase. Speak to Zidormi in Ramkahen if you need to switch time phases.",
162364,Sand Scorpid,Uldum,Scorpid,,"Found in the Assaults (N'Zoth Invasion) phase of the zone, except during Black Empire Assaults. Located at the southern end of Neferset City.",
162373,Ferndweller Wasp,Uldum,Wasp,,Appears in all Assaults phases of the zone. Found along the rivers.,
162374,Shaggy Desert Coyote,Uldum,Wolf,,Appears in all Assaults phases of the zone.,
162375,Marsh Serpent,Uldum,Serpent,,Found in the Assaults phase of Uldum. Not present when the Black Empire Assault (which spans the centre of the zone) is active.,
162378,Venomscale Spitter,Uldum,Scorpid,,Appears in all Assaults phases of the zone. Found in the north-west of the zone.,
162380,Venomblood Scorpid,Uldum,Scorpid,,Appears in all Assaults phases of the zone.,
162381,Rabid Hyena,Uldum,Hyena,,Appears in all Assaults phases of the zone. Found in the north-west of the zone.,
162382,Sand-Husk Scarab,Uldum,Beetle,,Appears in all Assaults phases of the zone. Found in northern Uldum.,
162399,Echo of the Spy,Maldraxxus,Spider,True,"Can only be spawned during the quest, ""Repeat After Me"".",
162428,Corpse Tickler,Maldraxxus,Spider,,Has a spectral effect that it retains. The Vault is,
162449,Puddle Strider,Ardenweald,Waterfowl,,,
162477,Bloodskin Tauralus,Maldraxxus,Oxen,,,
162586,Tahonta,Maldraxxus,Oxen,True,,
162588,Gristlebeak,Maldraxxus,Chimaera,True,"Gristlebeak cannot initially be attacked, but circles an area east of the the Theater of Pain. She will descend and attack if you destroy her clutch of Unusual Eggs, found further east the foot of jagged, blackened peaks.",Exotic
162589,Neonate Bonetooth,Maldraxxus,Chimaera,,,Exotic
162593,Luminous Necroray,Maldraxxus,Ray,,,
162624,Neonate Bonetooth,Maldraxxus,Chimaera,,,Exotic
162636,Animated Prowler,Bastion,Mechanical,,,Mechanical
162681,Elusive Quickhoof,Vol'dun,Camel,,"Normally friendly but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. The Elusive Quickhoof is an alpaca that spawns rarely and can be found wandering in one of many different locations in Vol'dun. If you feed it some Seaside Leafy Greens Mix it will award you the Elusive Quickhoof mount. It's still possible to tame it afterwards, as the alpaca remains up for 10 minutes after spawning.",
162767,Pesticide,Maldraxxus,Beetle,True,,
162909,Aggressive Bonemauler,Revendreth,Hound,,,
163025,Aqir Goliath,Uldum,Aqiri,,"Appears in the Assaults phase of the zone. Respawns frequently, not far inside the eastern entrance to the Obelisk of the Moon and immediately runs towards the entrance. Tame it as soon as it spawns, before the other NPCs attack and steal threat.",Exotic
